source_kind,outlet,source_date,source_url,source_title,claim,quote,timestamp,type,about,topic,claim_id,verdict,basis,explanation,addressed,accurate_at_publish,changed_since,confidence,agreement,evidence,evidence_link,top_similarity,verdict_at_publish,model_suggests_outdated,model
video,Nova Law Group,2026-09-15,https://www.facebook.com/NovaLawInfo/videos/-breaking-news-for-f-1-students-j-exchange-visitors-i-visa-holdersa-federal-cour/1088712917225108/,"🚨 BREAKING NEWS FOR F-1 STUDENTS, J EXCHANGE VISITORS & I VISA HOLDERS A federal court in Massachusetts has temporarily blocked DHS from implementing its new rule ending Duration of Status (D/S), which was scheduled to take effect on September 15, 2026. ⚖️ Why did the court block the rule? The challenge was brought under the Administrative Procedure Act (APA), 5 U.S.C. § 706, which authorizes courts to set aside federal agency actions that are “arbitrary, capricious, an abuse of discretion, or otherwise not in accordance with law.” The court found that the plaintiffs are likely to succeed in their challenge, raising concerns about DHS’s cost-benefit analysis, consideration of less burdensome alternatives, responses to significant public comments, and whether DHS adequately connected the rule to its national-security and fraud-prevention goals. 📌 WHAT DOES THIS MEAN? For now, the existing Duration of Status (D/S) system remains in place for F-1 students, J exchange visitors, and I visa holders. The September 15 change is ON HOLD, and the court’s preliminary relief applies nationwide. ⚠️ This is not a final ruling on whether the DHS rule is lawful. The lawsuit is still ongoing. For informational purposes only. This post does not constitute legal advice. #F1Visa #InternationalStudents #ImmigrationLaw #StudentVisa #NovaLawGroup | Nova Law Group","For now, the September 15, 2026 change to end Duration of Status is on hold due to the court's preliminary injunction.","for now, the September 15 change is on hold.",0:01:14,fact,court_case,fixed admission periods,9,Supported,timeline,"The timeline shows that the final rule was set to take effect on 2026-09-15, but on 2026-09-14 a federal court postponed the final rule before it took effect due to ongoing litigation. This directly supports the claim that the September 15, 2026 change to end Duration of Status is on hold. The final rule text (v2) does not mention the injunction or postponement, but the timeline event confirms the hold as of the source's publish date (2026-09-15).",True,yes,False,1.0,3/3,,,0.706,Not in rule text,False,gpt-4.1-mini
video,"FJ Diza, US Immigration Attorney",2026-09-15,https://www.facebook.com/FjdizaUSImmigrationAttorney/videos/big-update-for-international-students-and-exchange-visitorsthe-dhs-rule-that-wou/1598856874948750/,"BIG UPDATE for international students and exchange visitors! The DHS rule that would have ended “Duration of Status,” or D/S, has been blocked nationwide—for now. The rule was scheduled to take effect on September 15, 2026. It would have replaced D/S with fixed admission periods for F-1 students, J-1 exchange visitors, and I visa holders representing foreign media. Many individuals needing additional time would have been required to file an extension of status with USCIS. For now, the existing D/S system remains in place. If your I-94 says “D/S,” you may generally remain in the United States for the duration of your authorized program or assignment—as long as you follow all program requirements and properly maintain your status. Remember: D/S does not allow you to remain indefinitely. Unauthorized employment, failure to attend school, or other violations may result in loss of status. The government may appeal, so this situation could change quickly. 📲 Watch and share this reel with someone who may be affected. Please like and subscribe for more timely and practical U.S. immigration updates from Attorney Flomy “FJ” Diza. For general information only. This is not legal advice. Every case is different. #ImmigrationUpdate #F1Visa #J1Visa #StudentVisa #InternationalStudents DurationOfStatus DHS USCIS SEVIS ImmigrationLaw ImmigrationAttorney AttorneyDiza FJDiza | FJ Diza, US Immigration Attorney","The DHS rule ending duration of status (D/S) has been blocked nationwide, at least for now.","The new DHS rule ending duration of status has been blacked nationwide, at least for now.",0:00:04,fact,legal_status,fixed admission periods,1,Supported,timeline,"The timeline shows that the final rule ending duration of status (D/S) was published on 2026-07-17 and was set to take effect on 2026-09-15. However, on 2026-09-14, a federal court in Massachusetts postponed the final rule before it took effect, effectively blocking the rule nationwide at least temporarily. The passages confirm that the rule intends to end D/S and replace it with fixed admission periods, but the timeline event on 2026-09-14 directly confirms the claim about the block. Therefore, the claim is directly addressed and accurate as of the source's publish date (2026-09-15), and no later changes have made it untrue since the block is the latest event.",True,yes,False,0.95,3/3,"v2 | SUMMARY: | 91 FR 44976 | The Department of Homeland Security (DHS) is amending its regulations to change the admission period in the F, J, and I classifications from duration of status to an admission for a fixed time period, and additional changes to admission and extension requirements. This final rule will provide additi",https://www.federalregister.gov/citation/91-FR-44976,0.726,Supported,False,gpt-4.1-mini
video,"FJ Diza, US Immigration Attorney",2026-09-15,https://www.facebook.com/FjdizaUSImmigrationAttorney/videos/big-update-for-international-students-and-exchange-visitorsthe-dhs-rule-that-wou/1598856874948750/,"BIG UPDATE for international students and exchange visitors! The DHS rule that would have ended “Duration of Status,” or D/S, has been blocked nationwide—for now. The rule was scheduled to take effect on September 15, 2026. It would have replaced D/S with fixed admission periods for F-1 students, J-1 exchange visitors, and I visa holders representing foreign media. Many individuals needing additional time would have been required to file an extension of status with USCIS. For now, the existing D/S system remains in place. If your I-94 says “D/S,” you may generally remain in the United States for the duration of your authorized program or assignment—as long as you follow all program requirements and properly maintain your status. Remember: D/S does not allow you to remain indefinitely. Unauthorized employment, failure to attend school, or other violations may result in loss of status. The government may appeal, so this situation could change quickly. 📲 Watch and share this reel with someone who may be affected. Please like and subscribe for more timely and practical U.S. immigration updates from Attorney Flomy “FJ” Diza. For general information only. This is not legal advice. Every case is different. #ImmigrationUpdate #F1Visa #J1Visa #StudentVisa #InternationalStudents DurationOfStatus DHS USCIS SEVIS ImmigrationLaw ImmigrationAttorney AttorneyDiza FJDiza | FJ Diza, US Immigration Attorney","The DHS rule that would replace duration of status with fixed admission periods for F-1 students, J-1 exchange visitors, and I visa holders was scheduled to take effect on September 15, 2026.","The rule was supposed to take effect on September 15, 2026 today. It would have replaced DS with fixed admission periods for F-1 students, J-1 exchange visitors, and I visa holders, representatives of foreign media.",0:00:09,fact,rule_content,fixed admission periods,2,Supported,both,"The final rule (v2) published on 2026-07-17 states explicitly that the DHS is changing the admission period for F, J, and I visa holders from duration of status (D/S) to fixed admission periods, with an effective date of September 15, 2026 (passages 4 and 5). The timeline confirms the final rule's effective date as September 15, 2026, but also notes that on September 14, 2026, a federal court postponed the rule before it took effect. Thus, the claim that the rule was scheduled to take effect on September 15, 2026, and that it would replace D/S with fixed admission periods for these visa holders is directly confirmed by the final rule text and timeline. The source was published on September 15, 2026, the day the rule was supposed to take effect, so the claim is accurate as of that date. However, the court postponement on September 14, 2026, means the rule did not actually take effect as scheduled, so the claim is changed since publication.",True,yes,True,0.95,3/3,"v2 | SUMMARY: | 91 FR 44976 | The Department of Homeland Security (DHS) is amending its regulations to change the admission period in the F, J, and I classifications from duration of status to an admission for a fixed time period, and additional changes to admission and extension requirements. This final rule will provide additi || v2 | Regulatory text Â§â214.1 | 91 FR 45123 | (m) Transition period from duration of status to a fixed admission date â(1) Transition from duration of status admission to a fixed admission period for aliens properly maintaining F and J status on September 15, 2026. Aliens with F or J status who are properly maintaining their status on Septemb",https://www.federalregister.gov/citation/91-FR-44976,0.835,Supported,False,gpt-4.1-mini
video,"FJ Diza, US Immigration Attorney",2026-09-15,https://www.facebook.com/FjdizaUSImmigrationAttorney/videos/big-update-for-international-students-and-exchange-visitorsthe-dhs-rule-that-wou/1598856874948750/,"BIG UPDATE for international students and exchange visitors! The DHS rule that would have ended “Duration of Status,” or D/S, has been blocked nationwide—for now. The rule was scheduled to take effect on September 15, 2026. It would have replaced D/S with fixed admission periods for F-1 students, J-1 exchange visitors, and I visa holders representing foreign media. Many individuals needing additional time would have been required to file an extension of status with USCIS. For now, the existing D/S system remains in place. If your I-94 says “D/S,” you may generally remain in the United States for the duration of your authorized program or assignment—as long as you follow all program requirements and properly maintain your status. Remember: D/S does not allow you to remain indefinitely. Unauthorized employment, failure to attend school, or other violations may result in loss of status. The government may appeal, so this situation could change quickly. 📲 Watch and share this reel with someone who may be affected. Please like and subscribe for more timely and practical U.S. immigration updates from Attorney Flomy “FJ” Diza. For general information only. This is not legal advice. Every case is different. #ImmigrationUpdate #F1Visa #J1Visa #StudentVisa #InternationalStudents DurationOfStatus DHS USCIS SEVIS ImmigrationLaw ImmigrationAttorney AttorneyDiza FJDiza | FJ Diza, US Immigration Attorney","Under the DHS rule, many individuals needing additional time would have been required to file an extension of status with USCIS.","Under that rule, many individuals needing additional time would have been required to file an extension of status with USCIS.",0:00:24,fact,rule_content,extension-of-stay procedures,3,Supported,both,"The claim states that under the DHS rule, many individuals needing additional time would have been required to file an extension of status (EOS) with USCIS. The proposed rule passages [1], [2], and [3] explicitly describe that I nonimmigrants and students needing additional time must file EOS applications with USCIS rather than relying on other mechanisms. The final rule passages [4], [5], and [6] reaffirm this requirement for various nonimmigrant categories, including I nonimmigrants and students, to file extensions with USCIS to remain beyond their authorized stay. The timeline shows the final rule was published on 2026-07-17 and effective 2026-09-15, but a court postponed the rule on 2026-09-14, the day before the source publication date. Since the source is dated 2026-09-15, the claim is accurate as of that date based on the final rule text, even though the rule was postponed from taking effect. The claim is directly addressed by both proposed and final rule passages, and no changes after the source publication date affect the claim's truth as stated.",True,yes,False,0.95,3/3,"v1 | ii. I Nonimmigrants | 90 FR 42086 | I nonimmigrants who seek to remain in the United States longer than the automatic extension period provided would be required to file an extension of stay request with USCIS. 100 In addition to I nonimmigrants being familiar with the timeframe under 8 CFR 274a.12(b)(20), DHS anticipates that this pr || v1 | v. New Process for EOS Application | 90 FR 42091 | Apart from pursuing a new course of study, DHS appreciates that the time for study can legitimately fluctuate given the changing goals and actions of the student. For example, a student may experience compelling academic or medical reasons or circumstances beyond their control that cause them to nee || v1 | v. New Process for EOS Application | 90 FR 42091 | Therefore, DHS proposes not to use a ânormal progressâ standard with respect to seeking a program extension of an authorized period of stay. In addition to the requirement that the applicant obtain a Form I-20 from the DSO recommending extension of the program, the applicant would be required to || v2 | e. Families and Dependents | 91 FR 44995 | It is the responsibility of the alien to maintain status while in the United States. DHS does not believe it is unreasonable to require aliens temporarily in the United States to file for an extension with USCIS for the alien to remain beyond their authorized period of stay, so that the U.S. governm || v2 | (1) Efficiency Concerns, Duplicative Processes, Backlogs, Delays, and USCIS Staffing | 91 FR 45021 | DHS appreciates the input regarding academic programs and employment opportunities that may be impacted and does not believe it is unreasonable to require aliens temporarily in the United States to file for an extension with USCIS to confirm compliance with U.S. immigration laws. Provisions in the r || v2 | 2. I Nonimmigrants Who Are in D/S on the Effective Date of the Final Rule | 91 FR 45102 | I nonimmigrants on D/S who seek to remain in the United States longer than the automatic extension period provided are required to file an EOS request with USCIS. 306 Id. In addition to I nonimmigrants being familiar with the timeframe under 8 CFR 274a.12(b)(20), DHS anticipates that this provision ",https://www.federalregister.gov/citation/90-FR-42086,0.815,Supported,False,gpt-4.1-mini
video,"FJ Diza, US Immigration Attorney",2026-09-15,https://www.facebook.com/FjdizaUSImmigrationAttorney/videos/big-update-for-international-students-and-exchange-visitorsthe-dhs-rule-that-wou/1598856874948750/,"BIG UPDATE for international students and exchange visitors! The DHS rule that would have ended “Duration of Status,” or D/S, has been blocked nationwide—for now. The rule was scheduled to take effect on September 15, 2026. It would have replaced D/S with fixed admission periods for F-1 students, J-1 exchange visitors, and I visa holders representing foreign media. Many individuals needing additional time would have been required to file an extension of status with USCIS. For now, the existing D/S system remains in place. If your I-94 says “D/S,” you may generally remain in the United States for the duration of your authorized program or assignment—as long as you follow all program requirements and properly maintain your status. Remember: D/S does not allow you to remain indefinitely. Unauthorized employment, failure to attend school, or other violations may result in loss of status. The government may appeal, so this situation could change quickly. 📲 Watch and share this reel with someone who may be affected. Please like and subscribe for more timely and practical U.S. immigration updates from Attorney Flomy “FJ” Diza. For general information only. This is not legal advice. Every case is different. #ImmigrationUpdate #F1Visa #J1Visa #StudentVisa #InternationalStudents DurationOfStatus DHS USCIS SEVIS ImmigrationLaw ImmigrationAttorney AttorneyDiza FJDiza | FJ Diza, US Immigration Attorney",The DHS rule included new restrictions affecting school transfers and changes in academic programs.,It also included new restrictions affecting school transfers and changes in academic programs.,0:00:32,fact,rule_content,graduate transfers/program changes,4,Supported,both,"Both the proposed rule (v1) and the final rule (v2) explicitly describe new restrictions on school transfers and changes in educational objectives (academic programs), including limits within the first academic year and prohibitions for graduate-level students, with exceptions authorized by SEVP. The timeline shows the final rule was published on 2026-07-17 and effective 2026-09-15, the same date as the source publication. Thus, the claim that the DHS rule included new restrictions on school transfers and academic program changes is directly confirmed by the rule texts and timeline as of the source date.",True,yes,False,0.95,3/3,"v1 | ii. Changes in Educational Objectives | 90 FR 42088 | DHS proposes to restrict school transfers and changes of educational objectives within a student's first academic year of a program of study, unless an exception is authorized by SEVP, and to prohibit F-1 students in a graduate level program of study from changing educational objectives or transferr || v2 | 2. Changes in Educational Objectives | 91 FR 45104 | Consistent with the NPRM, DHS is restricting school transfers and changes of educational objectives within a student's first academic year of a program of study, unless an exception is authorized by SEVP, and prohibiting F-1 students in a graduate level program of study from changing educational obj || v2 | d. Same-Level or Lower-Level Degree Enrollment | 91 FR 45041 | DHS is also restricting school transfers and changes of educational objectives within an undergraduate student's first academic year of a program of study, unless an exception is authorized by DHS, and prohibiting F-1 students in a graduate level program of study from changing educational objectives",https://www.federalregister.gov/citation/90-FR-42088,0.804,Supported,False,gpt-4.1-mini
video,"FJ Diza, US Immigration Attorney",2026-09-15,https://www.facebook.com/FjdizaUSImmigrationAttorney/videos/big-update-for-international-students-and-exchange-visitorsthe-dhs-rule-that-wou/1598856874948750/,"BIG UPDATE for international students and exchange visitors! The DHS rule that would have ended “Duration of Status,” or D/S, has been blocked nationwide—for now. The rule was scheduled to take effect on September 15, 2026. It would have replaced D/S with fixed admission periods for F-1 students, J-1 exchange visitors, and I visa holders representing foreign media. Many individuals needing additional time would have been required to file an extension of status with USCIS. For now, the existing D/S system remains in place. If your I-94 says “D/S,” you may generally remain in the United States for the duration of your authorized program or assignment—as long as you follow all program requirements and properly maintain your status. Remember: D/S does not allow you to remain indefinitely. Unauthorized employment, failure to attend school, or other violations may result in loss of status. The government may appeal, so this situation could change quickly. 📲 Watch and share this reel with someone who may be affected. Please like and subscribe for more timely and practical U.S. immigration updates from Attorney Flomy “FJ” Diza. For general information only. This is not legal advice. Every case is different. #ImmigrationUpdate #F1Visa #J1Visa #StudentVisa #InternationalStudents DurationOfStatus DHS USCIS SEVIS ImmigrationLaw ImmigrationAttorney AttorneyDiza FJDiza | FJ Diza, US Immigration Attorney","On September 14, a federal judge issued nationwide preliminary relief stopping DHS and ICE from implementing the rule while the lawsuit continues.","But on September 14, a federal judge issued nationwide preliminary relief, stopping DHS and ICE from implementing the rule while the lawsuit continues.",0:00:39,fact,legal_status,fixed admission periods,5,Supported,timeline,"The timeline explicitly states that on 2026-09-14, a federal court in Massachusetts postponed the final rule before it took effect while the lawsuit continues. This matches the claim that on September 14, a federal judge issued nationwide preliminary relief stopping DHS and ICE from implementing the rule during the lawsuit. The passages from the proposed and final rules do not mention this court action, but the timeline directly confirms it. The source was published on 2026-09-15, the day after the court order, so the claim is accurate as of that date. There is no later event in the timeline or final rule text that contradicts or changes this fact after the source publication date.",True,yes,False,1.0,3/3,"v2 | DATES: | 91 FR 44976 | This rule has been classified as a major rule subject to congressional review. The effective date is September 15, 2026. However, at the conclusion of the congressional review, if the effective date has been changed, DHS will publish a document in the Federal Register to establish the actual effecti",https://www.federalregister.gov/citation/91-FR-44976,0.664,Supported,False,gpt-4.1-mini
video,"FJ Diza, US Immigration Attorney",2026-09-15,https://www.facebook.com/FjdizaUSImmigrationAttorney/videos/big-update-for-international-students-and-exchange-visitorsthe-dhs-rule-that-wou/1598856874948750/,"BIG UPDATE for international students and exchange visitors! The DHS rule that would have ended “Duration of Status,” or D/S, has been blocked nationwide—for now. The rule was scheduled to take effect on September 15, 2026. It would have replaced D/S with fixed admission periods for F-1 students, J-1 exchange visitors, and I visa holders representing foreign media. Many individuals needing additional time would have been required to file an extension of status with USCIS. For now, the existing D/S system remains in place. If your I-94 says “D/S,” you may generally remain in the United States for the duration of your authorized program or assignment—as long as you follow all program requirements and properly maintain your status. Remember: D/S does not allow you to remain indefinitely. Unauthorized employment, failure to attend school, or other violations may result in loss of status. The government may appeal, so this situation could change quickly. 📲 Watch and share this reel with someone who may be affected. Please like and subscribe for more timely and practical U.S. immigration updates from Attorney Flomy “FJ” Diza. For general information only. This is not legal advice. Every case is different. #ImmigrationUpdate #F1Visa #J1Visa #StudentVisa #InternationalStudents DurationOfStatus DHS USCIS SEVIS ImmigrationLaw ImmigrationAttorney AttorneyDiza FJDiza | FJ Diza, US Immigration Attorney","For now, the existing duration of status system remains in place.","So what does this mean for you? For now, the existing duration of status system remains in place.",0:00:51,fact,legal_status,fixed admission periods,6,Supported,timeline,"The timeline shows that the final rule was set to take effect on 2026-09-15 but was postponed by a federal court on 2026-09-14, the day before the effective date. This postponement means the existing duration of status system remains in place as of 2026-09-15. The final rule text (v2) confirms the transition to fixed admission periods starting on 2026-09-15, but the court's postponement prevents this from taking effect. Therefore, the claim that the existing duration of status system remains in place ""for now"" as of 2026-09-15 is directly supported by the timeline and the final rule context.",True,yes,False,1.0,3/3,,,0.686,Supported,False,gpt-4.1-mini
video,"FJ Diza, US Immigration Attorney",2026-09-15,https://www.facebook.com/FjdizaUSImmigrationAttorney/videos/big-update-for-international-students-and-exchange-visitorsthe-dhs-rule-that-wou/1598856874948750/,"BIG UPDATE for international students and exchange visitors! The DHS rule that would have ended “Duration of Status,” or D/S, has been blocked nationwide—for now. The rule was scheduled to take effect on September 15, 2026. It would have replaced D/S with fixed admission periods for F-1 students, J-1 exchange visitors, and I visa holders representing foreign media. Many individuals needing additional time would have been required to file an extension of status with USCIS. For now, the existing D/S system remains in place. If your I-94 says “D/S,” you may generally remain in the United States for the duration of your authorized program or assignment—as long as you follow all program requirements and properly maintain your status. Remember: D/S does not allow you to remain indefinitely. Unauthorized employment, failure to attend school, or other violations may result in loss of status. The government may appeal, so this situation could change quickly. 📲 Watch and share this reel with someone who may be affected. Please like and subscribe for more timely and practical U.S. immigration updates from Attorney Flomy “FJ” Diza. For general information only. This is not legal advice. Every case is different. #ImmigrationUpdate #F1Visa #J1Visa #StudentVisa #InternationalStudents DurationOfStatus DHS USCIS SEVIS ImmigrationLaw ImmigrationAttorney AttorneyDiza FJDiza | FJ Diza, US Immigration Attorney","If an individual's I-94 says D/S, they may generally remain in the U.S. for the duration of their authorized program or assignment, provided they continue following all applicable rules and maintain their status.","If your I-94 says DS, you may generally remain in the U.S. for the duration of your authorized program or assignment, provided you continue following all applicable rules and maintain your status.",0:00:59,fact,rule_content,fixed admission periods,7,Supported,both,"The claim states that if an individual's I-94 says D/S, they may generally remain in the U.S. for the duration of their authorized program or assignment, provided they maintain status. Passage [4] from the final rule (v2) explicitly confirms that during the 4-year transition period, F or J nonimmigrants in D/S on the rule's effective date do not need to have their I-94 corrected to a date certain and may stay until the program end date or 4 years after the rule's effective date, whichever is sooner, as long as they continue their program. This directly supports the claim. The timeline shows the final rule was published and effective on 2026-07-17 and 2026-09-15 respectively, and the source was published on 2026-09-15, so the claim is accurate as of that date. However, the timeline also notes that on 2026-09-14 a federal court postponed the final rule before it took effect, meaning the rule is not in effect and the D/S duration continues as before, which also supports the claim's accuracy at that time. There is no indication that the claim was changed after the source publication date. Therefore, the claim is addressed, accurate at the source publish date, and not changed since then.",True,yes,False,0.95,3/3,"v2 | 1. Transition Period Structure and Alternatives | 91 FR 45017 | During the 4-year transition period, F or J nonimmigrants in D/S on the day the rule takes effect do not need to have their Form I-94 corrected to a date certain, provided they continue their studies or programs listed on their DS-2019s or I-20s. See new 8 CFR 214.1(m)(1). They will be allowed to st || v2 | 3. Lack of Clarity and System Modifications | 91 FR 45018 | Response: DHS believes the transition provision is clear: students in D/S status on the rule's effective date continue their programs, only needing to apply for EOS if their program exceeds the program end date on their DS-2019 or I-20, or 4 years after the effective date of the rule, whichever come",https://www.federalregister.gov/citation/91-FR-45017,0.757,Supported,False,gpt-4.1-mini
video,"FJ Diza, US Immigration Attorney",2026-09-15,https://www.facebook.com/FjdizaUSImmigrationAttorney/videos/big-update-for-international-students-and-exchange-visitorsthe-dhs-rule-that-wou/1598856874948750/,"BIG UPDATE for international students and exchange visitors! The DHS rule that would have ended “Duration of Status,” or D/S, has been blocked nationwide—for now. The rule was scheduled to take effect on September 15, 2026. It would have replaced D/S with fixed admission periods for F-1 students, J-1 exchange visitors, and I visa holders representing foreign media. Many individuals needing additional time would have been required to file an extension of status with USCIS. For now, the existing D/S system remains in place. If your I-94 says “D/S,” you may generally remain in the United States for the duration of your authorized program or assignment—as long as you follow all program requirements and properly maintain your status. Remember: D/S does not allow you to remain indefinitely. Unauthorized employment, failure to attend school, or other violations may result in loss of status. The government may appeal, so this situation could change quickly. 📲 Watch and share this reel with someone who may be affected. Please like and subscribe for more timely and practical U.S. immigration updates from Attorney Flomy “FJ” Diza. For general information only. This is not legal advice. Every case is different. #ImmigrationUpdate #F1Visa #J1Visa #StudentVisa #InternationalStudents DurationOfStatus DHS USCIS SEVIS ImmigrationLaw ImmigrationAttorney AttorneyDiza FJDiza | FJ Diza, US Immigration Attorney",Duration of status (D/S) does not allow individuals to remain indefinitely in the United States.,"But remember, DS does not mean you can remain indefinitely.",0:01:14,fact,rule_content,fixed admission periods,8,Partly supported,both,"The final rule (v2) explains that duration of status (D/S) means admission for an unspecified period tied to the authorized activity, not indefinite stay. The rule requires extensions or fixed periods for continued stay beyond program completion. The timeline shows the final rule was published on 2026-07-17 and effective 2026-09-15, but a court postponed it on 2026-09-14, the day before the source's publish date. Thus, as of 2026-09-15, the final rule was not in effect, and the prior D/S framework allowing indefinite stay remained. The claim that D/S does not mean indefinite stay is consistent with the final rule's intent but not yet effective at the source's publish date, so the claim is partly accurate at that time. The postponement after the final rule publication but before the source date means the claim's practical effect changed after publication.",True,partly,True,0.9,2/3,"v2 | A. Purpose of the Regulatory Action | 91 FR 44976 | Unlike aliens in most nonimmigrant classifications who are admitted until a specific departure date, F, J, and I (except for some I nonimmigrants from the People's Republic of China (PRC)) nonimmigrants are admitted into the United States for an unspecified period of time to engage in activities aut || v2 | Regulatory text Â§â214.1 | 91 FR 45124 | (3) Transition from duration of status admission to a fixed admission period for aliens with I status present in the United States on September 15, 2026. Except for those aliens described in Â§â214.2(i)(3)(ii), aliens in I nonimmigrant status who are properly maintaining their status on September  || v2 | d. Teacher Programs | 91 FR 45055 | Response: DHS appreciates this concern and all the changes that will have to be made to comply with this final rule. However, DHS declines to allow nonimmigrants presently in the United States to continue under the D/S framework because this would undermine the purpose of this rule: to effectively e",https://www.federalregister.gov/citation/91-FR-44976,0.761,Partly supported,False,gpt-4.1-mini
video,"FJ Diza, US Immigration Attorney",2026-09-15,https://www.facebook.com/FjdizaUSImmigrationAttorney/videos/big-update-for-international-students-and-exchange-visitorsthe-dhs-rule-that-wou/1598856874948750/,"BIG UPDATE for international students and exchange visitors! The DHS rule that would have ended “Duration of Status,” or D/S, has been blocked nationwide—for now. The rule was scheduled to take effect on September 15, 2026. It would have replaced D/S with fixed admission periods for F-1 students, J-1 exchange visitors, and I visa holders representing foreign media. Many individuals needing additional time would have been required to file an extension of status with USCIS. For now, the existing D/S system remains in place. If your I-94 says “D/S,” you may generally remain in the United States for the duration of your authorized program or assignment—as long as you follow all program requirements and properly maintain your status. Remember: D/S does not allow you to remain indefinitely. Unauthorized employment, failure to attend school, or other violations may result in loss of status. The government may appeal, so this situation could change quickly. 📲 Watch and share this reel with someone who may be affected. Please like and subscribe for more timely and practical U.S. immigration updates from Attorney Flomy “FJ” Diza. For general information only. This is not legal advice. Every case is different. #ImmigrationUpdate #F1Visa #J1Visa #StudentVisa #InternationalStudents DurationOfStatus DHS USCIS SEVIS ImmigrationLaw ImmigrationAttorney AttorneyDiza FJDiza | FJ Diza, US Immigration Attorney",F-1 students must maintain their studies and service record to maintain status under D/S.,F-1 students must maintain their studies and service record.,0:01:20,fact,rule_content,fixed admission periods,9,Supported,v2,"The passages from both the proposed (v1) and final (v2) rules discuss maintaining F-1 status in terms of continuing studies and complying with regulatory requirements. Passage 3 (v1) explicitly states that an F-1 student who fails to maintain a full course of study or otherwise fails to maintain status is not eligible for additional departure time, implying the necessity of maintaining studies to keep status. Passage 6 (v2) requires students who end study early to depart or take action to maintain status within 30 days, reinforcing the need to maintain status through study or other lawful means. The timeline shows the final rule was published on 2026-07-17 and effective 2026-09-15, but a court postponed it on 2026-09-14, the source's publish date. The claim that F-1 students must maintain their studies and service record to maintain status under D/S is directly addressed and supported by the rule text. The source date is 2026-09-15, after the final rule publication but on the day the court postponed it, so the claim is accurate as per the final rule text but the rule is not in effect due to postponement. The claim is consistent with the final rule provisions and no changes after the source date make it untrue.",True,yes,False,0.9,1/3,"v1 | Regulatory text Â§â214.2 | 90 FR 42109 | (v) Period of preparation for departure or to otherwise maintain lawful status in the United States. An F-1 student who has completed a course of study and any authorized practical training will be allowed an additional 30-day period from the program end date or the 4 year maximum period of admissio || v2 | C. Summary of Changes | 91 FR 44979 | â Requiring that if an F-1 student ends study or training early, the student and eligible dependents must depart the U.S. or take action to maintain lawful status within 30 days of the end date;",https://www.federalregister.gov/citation/90-FR-42109,0.791,Supported,False,gpt-4.1-mini
video,"FJ Diza, US Immigration Attorney",2026-09-15,https://www.facebook.com/FjdizaUSImmigrationAttorney/videos/big-update-for-international-students-and-exchange-visitorsthe-dhs-rule-that-wou/1598856874948750/,"BIG UPDATE for international students and exchange visitors! The DHS rule that would have ended “Duration of Status,” or D/S, has been blocked nationwide—for now. The rule was scheduled to take effect on September 15, 2026. It would have replaced D/S with fixed admission periods for F-1 students, J-1 exchange visitors, and I visa holders representing foreign media. Many individuals needing additional time would have been required to file an extension of status with USCIS. For now, the existing D/S system remains in place. If your I-94 says “D/S,” you may generally remain in the United States for the duration of your authorized program or assignment—as long as you follow all program requirements and properly maintain your status. Remember: D/S does not allow you to remain indefinitely. Unauthorized employment, failure to attend school, or other violations may result in loss of status. The government may appeal, so this situation could change quickly. 📲 Watch and share this reel with someone who may be affected. Please like and subscribe for more timely and practical U.S. immigration updates from Attorney Flomy “FJ” Diza. For general information only. This is not legal advice. Every case is different. #ImmigrationUpdate #F1Visa #J1Visa #StudentVisa #InternationalStudents DurationOfStatus DHS USCIS SEVIS ImmigrationLaw ImmigrationAttorney AttorneyDiza FJDiza | FJ Diza, US Immigration Attorney",J-1 visitors must comply with the exchange program requirements to maintain status under D/S.,J-1 visitors must comply with the exchange program.,0:01:24,fact,rule_content,fixed admission periods,10,Supported,both,"Both the proposed (v1, passages 1 and 3) and final rule (v2, passage 6) state that J-1 exchange visitors are admitted for duration of status (D/S), which corresponds to the length of their exchange visitor program. This implies that maintaining status under D/S requires compliance with the exchange program requirements. The timeline shows the final rule was published on 2026-07-17 and effective 2026-09-15, the same date as the source publication, so the claim is accurate as of that date. There is no indication in the timeline or final rule that this requirement changed after the source publication date.",True,yes,False,0.95,3/3,"v1 | ii. J Classification | 90 FR 42075 | A prospective exchange visitor must be sponsored by a DOS-designated program sponsor to be admitted to the United States in the J nonimmigrant classification and participate in an exchange visitor program. The DOS designated sponsor will issue a prospective J exchange visitor a Form DS-2019, Certifi || v1 | Regulatory text Â§â214.2 | 90 FR 42113 | (C) Period of stay. A J-1 exchange visitor and J-2 spouse and unmarried children under the age of 21 may be admitted for a period up to 30 days before the report date or start of the approved program listed on Form DS-2019 or successor form. The dependents accompanying a J-1 exchange visitor are eli || v2 | 2. J Classification | 91 FR 44981 | A prospective exchange visitor must be sponsored by a DoS-designated program sponsor to be admitted to the United States in the J nonimmigrant classification and participate in an exchange visitor program. The DoS designated sponsor will issue a prospective J exchange visitor a Form DS-2019, Certifi",https://www.federalregister.gov/citation/90-FR-42075,0.803,Supported,False,gpt-4.1-mini
