window,seendate,title,url,domain,language,sourcecountry,socialimage,found_by,is_repost,article_text,text_source,related_links,text_chars,mentions_docket
final_rule,20260717T041500Z,Trump administration to limit international student stay to 4 years - Xinhua,https://english.news.cn/20260717/447af6184e1547459593bfe429069ac3/c.html,english.news.cn,English,,,final_rule,True,,,,,False
final_rule,20260717T050000Z,Trump administration to limit international student stay to 4 years,http://en.people.cn/n3/2026/0717/c90000-20478924.html,en.people.cn,English,China,,final_rule,False,"Trump administration to limit international students' stay to 4 years
WASHINGTON, July 16 (Xinhua) -- The U.S. Department of Homeland Security (DHS) announced on Thursday that it will tighten stay limits for international students and exchange visitors, capping their legal stay at a maximum of four years unless granted a federal extension.
""Nonimmigrant students (F visas) and exchange visitors (J visas) will be admitted for the length of their specific program, not to exceed a maximum period of four years,"" the department said in a statement released on its website.
The final rule, it said, ""officially eliminates the 'duration of status' loophole"" that allowed foreign students, exchange visitors and others to remain in the United States indefinitely ""without routine government oversight.""
Duration of Status allows foreign individuals to remain in the United States for as long as they are actively maintaining the purpose of their visa, instead of giving a fixed calendar date when they must leave the country.
""For nearly half a century, the outdated 'duration of status' system has compromised national security and created an environment ripe for immigration fraud,"" said DHS Secretary Markwayne Mullin, accusing thousands of foreign students of abusing the U.S. immigration system.
In a statement, Fanta Aw, executive director and CEO of NAFSA, a U.S.-based association of international educators, depicted the DHS decision as a ""misguided and unnecessary policy shift that injects uncertainty, bureaucracy, and fear into a system that has long worked effectively.""
""It tells the world's brightest students and scholars that the United States is becoming less welcoming, less predictable, and less committed,"" Aw said.
Copyright © 2026 People's Daily Online. All Rights Reserved.",direct,,1795.0,False
final_rule,20260717T051500Z,"US limits stay of foreign students , journalists",https://pajhwok.com/2026/07/17/us-limits-stay-of-foreign-students-journalists/,pajhwok.com,English,Afghanistan,https://pajhwok.com/wp-content/uploads/2026/07/IMG_5188-1024x683.jpeg,final_rule,False,"KABUL (Pajhwok): The Trump administration has approved new regulations limiting the length of stay in the United States for foreign students, cultural exchange programme participants and foreign journalists.
According to Reuters, under the final regulations issued by the US Department of Homeland Security, holders of F visas for foreign students and J visas for exchange programme participants will, in most cases, be allowed to stay in the United States for a maximum of four years.
Foreign journalists holding I visas will generally be permitted to remain in the country for up to 240 days.
Reuters said the new rules also limit the stay of Chinese journalists to 90 days, although they may apply for an extension before their authorised stay expires. The restriction does not apply to journalists from Hong Kong and Macau.
Previously, foreign students, exchange programme participants and foreign journalists were admitted under the “Duration of Status” (D/S) system, which allowed them to remain in the United States as long as they continued to meet the conditions of their visas.
The Department of Homeland Security said assigning a fixed period of stay would strengthen oversight of visa holders and help prevent potential abuse of the US immigration system.
Under the new regulations, individuals who need additional time to complete their studies or continue their assignments must apply for an extension of their immigration status from within the United States.
Reuters said the changes could particularly affect doctoral students and graduates working under the Optional Practical Training (OPT) programme, as they may also need to apply for extensions to continue their stay.
Several higher education institutions and press freedom advocacy groups have opposed the decision, according to the report.
Critics say the new restrictions could make it more difficult for US institutions to attract international students and create additional challenges for foreign journalists working in the country.
The regulations will take effect 60 days after their official publication in the US Federal Register.
sa",direct,,2116.0,False
final_rule,20260717T053000Z,Homeland Security caps international student stay to four years,https://www.dailycardinal.com/article/2026/07/homeland-security-caps-international-student-stay-to-four-years,dailycardinal.com,English,United States,https://snworksceo.imgix.net/car/c224a69a-7794-4e1b-833c-e6ae29a236da.sized-1000x1000.jpg,final_rule,False,"The U.S. Department of Homeland Security announced today that international students will now only be allowed to stay in the United States for four years under their visa.
The new ruling will officially be published in the Federal Register tomorrow, July 17. The ruling guts a 1978 policy, known as ‘duration of status,’ that allowed international college and university students to stay in the U.S. until their program ended.
The change is set to go into effect on Sept. 15, 2026 — 60 days after its publication. Current international students will start their four-year stay on that day.
As of the 2024-25 academic year, there were nearly 8,000 international students at the University of Wisconsin-Madison, which accounts for 15% of the student body.
UW-Madison sent letters July 17 to all visa international students with information about the ruling and its implications.
Visa holders can apply for an extension, which would include “biometric vetting, background checks and fraud screenings,” according to DHS.
The DHS press release claims the ‘duration of status’ was a “loophole,” and called international students staying for an indefinite period of time “forever students.” DHS said the new ruling “restores integrity to the nation’s immigration system, combats rampant visa abuse and strengthens national security through regular vetting.”
“For decades, foreign students have been admitted into the U.S. indefinitely, allowing thousands to abuse our immigration system by perpetually enrolling in courses to avoid having to leave the U.S.,” DHS Secretary Markwayne Mullin said in the statement. “This final rule ensures that foreign students remain focused on their primary purpose: completing their studies and returning home.”
In an email, School of Journalism and Mass Communication Director Mike Wagner told SJMC students the ruling is an “incredibly drastic departure from the current rule that allowed students to stay in country for the duration of the program they were learning in while in the U.S.”
“The current rule has allowed our students to flourish academically, professionally, and civically for decades – our programs have literally been models for others around the globe,” Wagner said. “The rule change will also affect this record of accomplishment.”
Audrey Lopez-Stane is the state news editor for The Daily Cardinal. She has written in-depth on free speech on campus, higher education and elections including the Wisconsin Supreme Court race and upcoming governor primary. Audrey previously interned at WisPolitics and now works for Wisconsin Watch. Follow her on X @ALopezStane.",direct,https://www.dhs.gov/news/2026/07/16/trump-administration-issues-final-rule-end-foreign-student-visa-abuse | https://www.dhs.gov/news/2026/07/16/trump-administration-issues-final-rule-end-foreign-student-visa-abuse#:~:text=Current%20nonimmigrant%20visa%20holders%20residing%20in%20the%20United%20States%20under%20the%20previous%20%E2%80%9Cduration%20of%20status%E2%80%9D%20framework%20will%20transition%20to%20the%20new%20system%20automatically%2C%20with%20their%20authorized%20stay%20capped%20at%20a%20maximum%20of%20four%20years%20from%20the%20effective%20date%20of%20this%20rule. | https://www.dhs.gov/news/2026/07/16/trump-administration-issues-final-rule-end-foreign-student-visa-abuse#:~:text=The%20rule%20will%20go%20into%20effect%2060%20days%20after%20publication%20in%20the%20Federal%20Register. | https://www.dhs.gov/news/2026/07/16/trump-administration-issues-final-rule-end-foreign-student-visa-abuse#:~:text=biometric%20vetting%2C%20background%20checks%2C%20and%20fraud%20screenings,2612.0,False
final_rule,20260717T061500Z,US caps foreign student stay at four years under new visa rules,https://scroll.in/latest/1094340/us-caps-foreign-students-stay-at-four-years-under-new-visa-rules,scroll.in,English,India,https://sc0.blr1.cdn.digitaloceanspaces.com/book/211466-ykmdspmlip-1771602669.jpg,final_rule,False,"US caps foreign students’ stay at four years under new visa rules
Limits have also been introduced on the duration of stay for visitors on exchange programmes who hold a J visa and for international journalists with an I visa.
International students will only be able to remain in the United States for a maximum period of four years, said the Donald Trump administration on Thursday while announcing key changes to visa rules.
Apart from international students with F visas, the new final rule to be published by the Department of Homeland Security will impact visitors on cultural exchange programmes who possess a J visa and foreign journalists with an I visa.
These visas are currently available for the duration of an educational programme or employment in the US.
The changes are expected to affect students enrolled in doctoral programmes the most, which typically require five years to seven years to complete.
These programmes have attracted heavy Indian enrolment, among the 3.31 lakh students from the country currently studying in the US.
The new rules will replace the long-standing “duration of status” system and are meant to “combat rampant visa abuse, and strengthen national security through regular vetting”, stated the Department of Homeland Security.
It added that the changes will be published in the Federal Register “in the next few days” and will take effect 60 days after that.
Following that, students will have to apply for extensions periodically if they require more than four years to complete their studies or exchange programme.
The application process will include biometric and background checks, as well as fraud screening.
The grace period for students after completing their studies has also been reduced from 60 days to 30 days. During this time, students must leave the country, transfer to another institution or change to a different immigration status if they wish to remain in the US.
The regulations also prohibit students from changing their “educational objectives” or transferring to another institution without authorisation, Reuters reported.
The visa for members of the media will be limited to 240 days, while Chinese journalists will receive visas valid for up to 90 days, according to the news agency.
Homeland Security Secretary Markwayne Mullin said the previous system had allowed some students to remain in the US indefinitely by continually enrolling in courses.
“This final rule ensures that foreign students remain focused on their primary purpose: completing their studies and returning home,” he said.
In 2020, a similar proposal was announced at the end of Trump’s first term, but it was withdrawn by the Joe Biden administration in 2021.
As of 2024, there were about 1.6 million international students on F visas in the US.
In 2023-’24, authorities also granted 13,000 visas for journalists and more than 3.5 lakh J visas meant for cultural exchange visitors.
Since taking office in his second term in January 2025, Trump has announced several measures as part of his immigration crackdown.
Written by Sara Varghese. Edited by Sneha.",direct,https://www.dhs.gov/news/2026/07/16/trump-administration-issues-final-rule-end-foreign-student-visa-abuse,3098.0,False
final_rule,20260717T103000Z,From fixed four - year stays to shorter grace periods : Why Trump new student visa rules spell trouble for over 3 lakh Indian students,https://www.moneycontrol.com/world/from-fixed-four-year-stays-to-shorter-grace-periods-why-trump-s-new-visa-rules-are-bad-news-for-over-3-lakh-indian-students-article-13976837.html,moneycontrol.com,English,India,https://images.moneycontrol.com/static-mcnews/2023/05/US-VISA.jpg,final_rule,False,ERROR: direct: 403 Client Error: Forbidden for url: https://www.moneycontrol.com/world/from-fixed-four-year-stays-to-shorter-grace-periods-why-trump-s-new-visa-rules-a | wayback: no archived copy,,,195.0,False
final_rule,20260717T140000Z,America tightens rules for international students starting September,https://www.africanews.com/2026/07/17/america-tightens-rules-for-international-students-starting-september/,africanews.com,English,Nigeria,https://images.euronews.com/articles/stories/09/84/16/81/1024x538_cmsv2_addb943e-cb22-547d-ab2e-47e379ce8179-9841681.jpg,final_rule,False,ERROR: direct: 406 Client Error: Not Acceptable for url: https://www.africanews.com/2026/07/17/america-tightens-rules-for-international-students-starting-september/ | wayback: no archived copy,,,192.0,False
final_rule,20260717T144500Z,"US tightens visa regulations for international students , exchange visitors and journalists",https://www.orissapost.com/us-tightens-visa-regulations-for-international-students-exchange-visitors-and-journalists/,orissapost.com,English,India,https://www.orissapost.com/wp-content/uploads/2025/09/H-1B-visa.png,final_rule,False,"Washington: US has tightened visa rules for foreign students, exchange visitors and journalists, ending a decades-old policy that allowed them to remain in the country indefinitely without government oversight, a move likely to affect a large number of Indians.
The new regulations establish a fixed period of admission for nonimmigrant visa holders in F, J, and I classifications, the Department of Homeland Security (DHS) said in a statement on Thursday.
The F category visas are for students, the J category for exchange visitors, and the I category is for journalists.
The rule also shortens the amount of time F visa holders have to depart or transfer from school and change status after their graduation from 60 to 30 days.
Presently, student visas are permitted to last for the duration of their studies, in addition to a period of up to three years after graduation through optional practical training (OPT).
The duration of I visas, for members of the media, will be capped at 240 days by the new rule, and 90 days for Chinese nationals. Under current rules, there is no specific time period for journalists’ visas and it can last years.
Nonimmigrant students (F visas) and exchange visitors (J visas) will be admitted for the length of their specific programme, but not longer than four years, the DHS said in a statement.
“For decades, foreign students have been admitted into the US indefinitely, allowing thousands to abuse our immigration system by perpetually enrolling in courses to avoid having to leave the US,” DHS Secretary Markwayne Mullin said in a statement here.
Mullin said by implementing clear, finite limits on these visas, the US is reclaiming its ability to properly screen, vet, and monitor individuals within its borders.
“This final rule ensures that foreign students remain focused on their primary purpose: completing their studies and returning home,” he said.
The DHS said the decisive shift restores integrity to the nation’s immigration system, combats rampant visa abuse, and strengthens national security through regular vetting.
It said a fixed period of admission is currently in place for many other types of non-immigrant visas.
Since 1978, foreign students have been admitted into the US for an unspecified period, enabling thousands to become “forever students” by perpetually enrolling in courses to avoid departure.
According to the Open Doors 2025 report, there were 363,019 international students from India enrolled at US colleges and universities during the 2024-25 academic year. A 9.5 per cent change from the previous year.
Students from India account for nearly 31 per cent of all international students in the US, according to the report.
Visa holders requiring additional time to complete an academic programme must formally apply for an Extension of Stay directly through the US Citizenship and Immigration Services.
This transitions oversight from university staff back to federal authorities and subjects applicants to biometric vetting, background checks, and fraud screenings, the DHS said.
The rule introduces strict limitations on academic changes.
Current non-immigrant visa holders residing in the US under the previous “duration of status” framework will transition to the new system automatically, with their authorised stay capped at a maximum of four years from the effective date of this rule.",direct,,3366.0,False
final_rule,20260717T151500Z,Trump rule puts new limits on how long Bay Area international students can stay,https://www.sonomanews.com/2026/07/16/trump-administration-caps-how-long-international-students-can-stay-in-the-us/,sonomanews.com,English,United States,https://www.sonomanews.com/wp-content/uploads/2026/07/Trump_72716_c17efd.jpg,final_rule,True,,,,,False
final_rule,20260717T161500Z,US Plans to Cap International Student Stays at Four Years,https://en.tempo.co/read/2114243/us-plans-to-cap-international-student-stays-at-four-years,en.tempo.co,English,,https://statik.tempo.co/data/2017/03/01/id_585872/585872_620.jpg,final_rule,False,"TEMPO.CO, Jakarta - The United States Department of Homeland Security announced on Thursday, July 16, that it would tighten restrictions on international students and exchange program participants, limiting their legal stay to a maximum of four years unless they obtain a federally approved extension.
""Nonimmigrant students (F visas) and exchange visitors (J visas) will be admitted for the length of their specific program, not to exceed a maximum period of four years,"" the department said in a statement released on its website, as quoted by ANTARA.
According to the statement, the final rule “formally eliminates the ‘duration of status’ loophole” that allowed foreign students, exchange students, and others to remain in the U.S. indefinitely and “without routine government oversight.”
The duration of status provision allows foreign nationals to remain in the U.S. as long as they are actively pursuing the purpose of their visa, rather than setting a definite date when they must leave the country.
""For nearly half a century, the outdated 'duration of status' system has compromised national security and created an environment ripe for immigration fraud,"" said U.S. Homeland Security Secretary Markwayne Mullin, accusing thousands of foreign students of abusing the U.S. immigration system.
In a statement, Fanta Aw, executive director and CEO of NAFSA, a U.S.-based international educators association, described the DHS decision as ""an ill-advised and unnecessary policy change that injects uncertainty, bureaucracy, and fear into a system that has long operated effectively.""
""It tells the world's brightest students and scholars that the United States is becoming less welcoming, less predictable, and less committed,"" Aw said.
Read: Why Australia Cuts Indonesian Business Visa Process to 3 Days
Click here to get the latest news updates from Tempo on Google News",direct,,1878.0,False
final_rule,20260717T164500Z,"U . S ends indefinite stay for foreign students , journalists",https://www.vanguardngr.com/2026/07/u-s-ends-indefinite-stay-for-foreign-students-journalists/,vanguardngr.com,English,Nigeria,https://cdn.vanguardngr.com/wp-content/uploads/2026/06/AFP__20260603__B4X482N__v1__MidRes__UsPoliticsTrump.jpg,final_rule,False,"Photo by Mandel NGAN / AFP.
… Sets 4-year limit on visas
By Nkiruka nnorom
The United States has announced a new rule ending indefinite stay for foreign students, exchange visitors and journalists, and capped their period of admission at a maximum of four years.
The final rule, announced Thursday by the Department of Homeland Security in a statement, scrapped the “duration of status” policy that allowed holders of F, J and I visas to remain in the U.S for as long as they maintained enrollment or programme requirements without regular government review.
According to DHS, the reform was aimed at restoring integrity to the U.S immigration system, curbing visa abuse and strengthening national security through routine vetting.
DHS stated that the measure aligned U.S student visa policy with other non-immigrant visa categories that already operate fixed admission periods.
“For nearly half a century, the outdated duration of status system has compromised national security and created an environment ripe for immigration fraud,” DHS Secretary, Markwayne Mullin, said in the statement.
“For decades, foreign students have been admitted into the U.S indefinitely, allowing thousands to abuse our immigration system by perpetually enrolling in courses to avoid having to leave the U.S. By implementing clear, finite limits on these visas, the United States is reclaiming its ability to properly screen, vet, and monitor individuals within our borders,” Mullin added.
Under the new regulation, non-immigrant students on F visas and exchange visitors on J visas will now be admitted only for the length of their specific academic programme, up to a maximum of four years.
Students who need more time to complete their studies would be required to formally apply for an extension of stay directly with U.S Citizenship and Immigration Services (USCIS). The process, according to DHS, would subject applicants to biometric screening, background checks and fraud review, moving oversight from university officials back to federal authorities.
The rule also reduced the post-graduation grace period for F-1 students from 60 days to 30 days to either depart the U.S, transfer schools, or change visa status. In addition, strict limitations have been placed on academic programme changes.
DHS said current visa holders under the old “duration of status” system will automatically transition to the new framework, with their authorized stay capped at four years from the effective date of the rule.
The final rule will be published in the Federal Register in the coming days and will take effect 60 days after publication.
The Student and Exchange Visitor Program (SEVP), managed by U.S. Immigration and Customs Enforcement, will oversee implementation. SEVP tracks schools and international students in F and M visa categories through the Student and Exchange Visitor Information System.",direct,,2882.0,False
final_rule,20260717T164500Z,Already in the US on an F or J visa ? What Trump Admin new student visa rule means for you,https://www.livemint.com/news/us-news/already-in-the-us-on-an-f-or-j-visa-what-trump-admins-new-student-visa-rule-means-for-you-11784302100748.html,livemint.com,English,India,https://www.livemint.com/lm-img/img/2026/07/17/600x338/HEALTH-USA-VISAS-0_1758686581222_1758686594958_1784302555303_129491db-a948-4924-99ca-b5940d763c54.JPG,final_rule,False,"Students already in the US with F or J visas will have only four years from the effective date of a new rule to reapply, regardless of when they arrived or how long their academic programme lasts. The change is part of a sweeping overhaul by the Trump administration that replaces a decades-old policy allowing international students to remain in the country for the duration of their studies.
The new regulation introduces a fixed four-year limit for most international students and exchange visitors entering the US on F and J visas. Officials say the move is aimed at reducing visa fraud, preventing overstays and tightening immigration controls. However, universities and immigration advocates warn it could create significant uncertainty for students and disrupt higher education.
Currently, international students on F visas and exchange visitors on J visas are admitted for the ""duration of status,"" meaning they can legally remain in the US as long as they continue to meet visa requirements, such as maintaining full-time enrollment and complying with immigration rules.
Quick answers to key questions
The new rule imposes a fixed four-year limit on F and J visa holders for their stay in the US, requiring them to reapply for an extension after that period, regardless of their program length.
The Trump administration argues that the four-year limit will strengthen immigration enforcement, reduce visa overstays, and prevent fraud by clarifying the timeframe for student visa holders.
Students in longer programs, such as PhD or medical residency programs, will need to file for extensions with USCIS after the four-year limit, instead of relying on their universities to maintain their status.
Students who overstay the four-year limit without an approved extension could face serious immigration consequences, including bans on re-entering the US and loss of lawful immigration status.
Students from countries with high enrollment in US universities, particularly India, China, and South Korea, are expected to be most significantly impacted by the new four-year limit on F and J visas.
Under the new policy, all newly arriving F and J visa holders will receive an initial stay of only four years. After that, they must apply to the US government for an extension if they need additional time to complete their education, pursue further studies or gain work experience.
Students already in the US when the rule takes effect will also be required to reapply after four years, irrespective of when they first entered the country.
Many students enrolled in longer academic programmes will be affected.
These include:
Doctoral (PhD) candidates whose research often extends beyond four years.
Medical graduates completing lengthy residency or fellowship programmes.
Students pursuing multiple degrees, such as undergraduate and graduate studies.
Instead of relying on their educational institutions to maintain their immigration status, these students will have to file formal extension requests with US Citizenship and Immigration Services (USCIS), submit biometric information and pay government filing fees.
Students who remain in the US beyond the new four-year limit without an approved extension could face serious immigration consequences.
According to the proposal, overstaying may trigger:
Three-year or 10-year bans on re-entering the United States.
Loss of lawful immigration status.
Potential future visa complications.
The rule is expected to have the biggest impact on students from countries that send large numbers of students to US universities, including:
India
China
South Korea
Together, international students on F and J visas numbered about 1.5 million in 2025, making the policy one of the most significant immigration changes affecting higher education in recent years.
The Trump administration argues that imposing fixed visa durations will strengthen immigration enforcement by reducing visa overstays, preventing fraud and closing what officials describe as blurred lines between temporary student visas and long-term immigration pathways.
Oops! Looks like you have exceeded the limit to bookmark the image. Remove some to bookmark this image.",direct,,4179.0,False
final_rule,20260717T184500Z,DC Edit | Student Visa Curbs Will Hurt US,https://www.deccanchronicle.com/opinion/dc-comment/dc-edit-student-visa-curbs-will-hurt-us-1971820,deccanchronicle.com,English,India,https://www.deccanchronicle.com/h-upload/2026/07/17/2065312-for.jpg,final_rule,False,"DC Edit | Student Visa Curbs Will Hurt US
According to the old visa rules, the holders of F visas (students) were allowed to stay in the United States until their purpose of visit was completed or the duration of status (DoS)
The Donald Trump administration’s decision to tighten the rules concerning the duration of stay for non-immigrant visas, especially those granted to students, will oversimplify the issue and affect honest candidates, whose sole wish was to pursue higher studies in the United States.
According to the old visa rules, the holders of F visas (students) were allowed to stay in the United States until their purpose of visit was completed or the duration of status (DoS). This, the Trump administration alleged, allows foreign students to abuse the immigration system by perpetually enrolling in courses to avoid leaving the US.
Under the proposed system, the stay of students will be capped at four years. If they need additional time to complete an academic programme, they must apply for an extension of stay.
According to a study conducted in 2025, there were 3,63,019 Indian students enrolled at US colleges. Indians form the largest foreign student community in the United States and represent 31 per cent of the 1.2 million international students pursuing higher education in the country.
The number of Indian students in the United States is a small percentage of six million students who pursue postgraduation in India. It is true that every society will have some people who try to game the system, but an attempt to paint all foreign students as black sheep is unfortunate. The visa rules are also consistent with the Trump administration’s preference for making policies based on perception, rather than data.
Foreign students are the major source of income for hundreds of US colleges and they effectively subsidise the education of American students. The new rule, therefore, will affect the US colleges the most and increase the cost of education, while the foreign students look for other alternatives.
The Narendra Modi government must fast-track its attempt to get prestigious universities to set up their campuses in India and ensure that Indians do not have to leave their homeland for higher studies.",direct,,2244.0,False
final_rule,20260717T190000Z,  The tsunami keeps coming : US leaders react to final D / S rule,https://thepienews.com/the-tsunami-keeps-coming-us-leaders-react-to-final-d-s-rule/,thepienews.com,English,United Kingdom,https://thepienews.b-cdn.net/wp-content/uploads/2026/06/iStock-US-flags.jpg,final_rule,False,"Yesterday’s announcement from the US government ending the long-standing duration of status visa rule was met with little surprise from educators across the US.
But that hasn’t dampened the chorus of criticism from the sector – with experts branding it an unnecessary change, once more raising alarm bells about Trump administration policies driving talent away from the US.
The new policy, set to take force on September 15, 2026, establishes fixed visa time limits for student and exchange visitors, who must apply for an extension to stay in the US for more than four years.
The grace period for F-1 students will be halved from 60 to 30 days, and stricter limitations will apply to program and institution transfers.
DHS secretary Markwayne Mullin said in a statement that the old policy of duration of status “compromised national security and created an environment ripe for immigration fraud” by allowing students to stay in the US indefinitely, without any interaction with immigration officials.
But educators dispute this claim, arguing that international students are the most tracked nonimmigrant group in the country through SEVIS – a digital records system run by the government.
“The government is looking for a problem that doesn’t exist,” NAFSA CEO Fanta Aw, explaining that SEVIS, which was established in the wake of 9/11, already gave them the levers to monitor international students.
Presidents’ Alliance deputy director of federal policy Zuzana Cepla Wootson called the action “unnecessary and duplicative” in how it shifts decisions about academic progress from colleges and universities to the federal government.
Aw said she was particularly concerned about doctoral students on PhD courses that are invariably longer than four years in the US, meaning “every single PhD student will have to go through an extension”.
“The academic program indicates what is a normal length of study, not only for international students but for every student on the program.
“For the government to come up with an arbitrary, finite date for completion… makes zero sense,” she said.
What’s more, the average undergraduate student in the US takes longer than four years to complete their bachelor’s degree, and those pursuing optional practical training (OPT) work opportunities post-graduation will require an extension of stay.
AIEA CEO Clare Overmann highlighted the challenging timing of the rule taking effect, with campuses already in session by mid-September, following the largest annal enrolment of international students for the fall cycle.
“Certainly, this will be a difficult and time-consuming transition, but we will adapt and adjust,” said Overmann, adding that most campuses have been preparing for the change.
Nevertheless, many fear that uncertainty and confusion about the rule will further dampen the appeal of the US among prospective international students.
“The rule imposes unnecessary burdens on international students and scholars, campuses, employers and federal agencies alike,” said Wootson, calling it a “counterproductive” move that would ultimately harm the US economy.
Port-of-entry errors aren’t rare even for visa categories that have worked the same way for decades
Diego Menendez, Alma Immigration
On technicality that could get “lost in translation” is how the rule impacts students already in the US and in D/S status before September 15, said senior immigration attorney Diego Menendez of Alma Immigration.
Those individuals will be in status either up until their existing program end date or four years from September 15 – whichever is later – plus a 60-day grace period for F-1s, not he shorter 30-day period that applies going forward.
Beyond confusion on campuses, Menendez said he was “very concerned” about inconsistencies in how the regulations are applied across more than 300 US ports of entry by Customs and Border Patrol (CBP) officials.
He said CBP officers would now have to make “meaningfully more complex judgement calls, rolled out with a short training window, across a large number of entry points staffed by officers with varying levels of familiarity with student visa nuances”.
“Port-of-entry errors aren’t rare even for visa categories that have worked the same way for decades.
“I’d bet on a bureaucratic headache in the short to medium term, at least until officers are well versed in the changes,” he said, advising students to promptly check their records upon each re-entry to flag any discrepancies.
Meanwhile, Aw raised concerns about the new extension requirements exacerbating “massive backlogs”, calling for clarity from government on the earliest time students can apply for an extension and what it can guarantee in terms of processing times.
That said, Menendez confirmed that filing for an extension on time would put students in a ‘period of authorised stay’. “So a slow queue alone won’t push you into unlawful presence. Miss the deadline or get denied, though, and there’s no grace period at all.”
For institutions already under financial strain, the staffing and resources required to meet the additional burden will be huge, with Aw concerned about retention of staff within the field.
“Heads have been spinning for the last two years. You already have a field that’s been overburdened in inordinate ways, and the tsunami just keeps coming,” she said.
More broadly, critics argue the rule will accelerate the trend of declining international enrolments, with the number of F-1 visas issued from May to August falling 36% last year and six in ten institutions seeing a drop in applications for 2026/27.
“Students have choices, and if they aren’t confident they can complete their education here without unnecessary uncertainty and administrative hurdles, they will increasingly choose other countries,” said Wootson.
She highlighted “significant consequences” of further declines for domestic students and US competitiveness, emphasising that one in four billion-dollar US startup is founded by a former international student.",direct,https://www.dhs.gov/news/2026/07/16/trump-administration-issues-final-rule-end-foreign-student-visa-abuse,6014.0,False
final_rule,20260717T204500Z,"DHS Finalizes Rule Capping International Student Visas At Four Years , Ending Open - Ended Stays",https://www.hngn.com/articles/272134/20260717/dhs-finalizes-rule-capping-international-student-visas-four-years-ending-open-ended-stays.htm,hngn.com,English,United States,https://d.hngn.com/en/full/303736/visa-stamp-seen-foreign-passport.jpg,final_rule,False,"The Trump administration finalized a rule Thursday that will cap international students' stays in the United States at four years, eliminating a policy in place since 1978 that allowed students on F and J visas to remain in the country for as long as their studies lasted, regardless of degree length.
WHAT HAPPENED
The Department of Homeland Security announced the final rule Thursday, which eliminates what the agency called the ""duration of status"" loophole that allowed foreign students, exchange visitors and media representatives to remain in the U.S. indefinitely without routine government oversight. Under the new regulation, which takes effect in September and applies to students arriving on F and J visas after that date, students and scholars will be required to reapply to stay in the country after four years, regardless of whether they have completed their degree, plan to enroll in graduate school or seek work experience related to their studies. The rule also places new restrictions on when and how students may change their major or academic program.
DHS Secretary Markwayne Mullin described the rule as closing a loophole international students were exploiting by extending their studies indefinitely. ""By implementing clear, finite limits on these visas, the United States is reclaiming its ability to properly screen, vet, and monitor individuals within our borders,"" Mullin said in a statement, adding that the rule ""ensures that foreign students remain focused on their primary purpose: completing their studies and returning home."" The Student and Exchange Visitor Program, managed by U.S. Immigration and Customs Enforcement, will oversee enforcement of the new fixed admission periods.
Current rules generally admit students for as long as it takes to complete their academic program, many of which — including doctoral degrees and combined degree tracks — routinely exceed four years by design. The rule marks the latest in a series of Trump administration actions targeting international students; widespread terminations of students' legal status last spring sent many scrambling to hide or leave the country over fears of detention, and the administration has separately moved to aggressively cancel visas for some Chinese students citing ties to the Chinese Communist Party.
WHY IT MATTERS
The shift from open-ended to fixed-term admission fundamentally changes the calculus for hundreds of thousands of international students pursuing degrees that routinely take longer than four years, potentially forcing students in the middle of doctoral programs or combined degree tracks to navigate a federal reapplication process mid-study. Universities with large international student populations — some exceeding 10,000 students, with significant numbers from China and India — face new uncertainty about enrollment and retention as prospective students weigh the added administrative burden and risk of denial against studying in countries with more predictable visa policies. The rule continues a broader pattern of the administration treating extended international study as a security and enforcement concern rather than an academic or economic one, a framing critics argue could accelerate the decline in U.S. appeal as a study destination relative to competitors like Canada, the U.K. and Australia.
WHAT'S NEXT
The rule takes effect in September, giving universities and current visa holders roughly two months to prepare for the transition, though the exact treatment of students already in the U.S. on duration-of-status admissions remains a key open question. Legal challenges are considered likely given a similar Trump-era proposal was withdrawn by the Biden administration in 2021 without being enacted, and higher education advocacy groups are expected to lobby for delays or exemptions before the rule takes hold.
© 2026 HNGN, All rights reserved. Do not reproduce without permission.",direct,,3928.0,False
